Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_log,ApplicantIncome_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
360.0,1.0,1,4.68213122712422,8.740336742730447,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,1,4.812184355372417,8.133293861222633,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
180.0,1.0,0,4.787491742782046,8.707813551024888,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.718498871295094,9.1801903950253,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,1,4.919980925828125,8.796036315200814,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
480.0,1.0,1,4.812184355372417,7.966239776559467,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.499809670330265,7.500529485395295,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.303304908059076,7.419380582918692,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,4.927253685157205,8.139440521874608,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.6443908991413725,7.8567067930958405,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
180.0,1.0,1,5.631211781821365,7.886457270977689,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
360.0,0.0,0,5.2574953720277815,9.695848187757884,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,5.541263545158426,8.03365842788615,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,4.74493212836325,8.706986763048892,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,0,4.543294782270004,8.565983355585669,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,0,5.717027701406222,9.594445640962938,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.852030263919617,8.503297086224126,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,5.799092654460526,8.713253274320705,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.897839799950911,7.630461261783627,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
36.0,1.0,0,5.043425116919247,8.15507488781144,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.881836305004146,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.852030263919617,8.549853973655786,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.017279836814924,8.31752199628717,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,8.457018468380168,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,1,5.075173815233827,8.374015421739909,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,0,4.90527477843843,8.136810863675537,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.499809670330265,7.964155718840937,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,3.4011973816621555,8.082402253926244,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.912654885736052,9.318835968129482,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.836281906951478,7.949091499830517,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,7.8709295967551425,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.499809670330265,8.268731832117737,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.74493212836325,7.919356190660617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.332718793265369,8.292298107063221,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.382026634673881,8.04012466444838,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,6.077642243349034,9.587611745713565,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.820281565605037,8.318742252692399,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,5.062595033026967,8.307212626628308,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
360.0,1.0,1,4.718498871295094,8.27563105457801,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.356708826689592,7.741099090035366,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,3.9889840465642745,7.501634457883413,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.852030263919617,9.936293504261306,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.48863636973214,8.057694194815587,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
300.0,1.0,0,4.59511985013459,7.8632667240095735,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.787491742782046,8.21716859576607,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.74493212836325,8.32457884513685,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.231108616854587,9.159888828480085,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.9344739331306915,8.031060180240619,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.844187086458591,8.389359819906353,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.897839799950911,8.056109659545061,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
480.0,0.0,0,4.962844630259907,8.597297435657898,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.147494476813453,7.776115477098742,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.700480365792417,8.392989587956931,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,1,5.298317366548036,8.835646922534773,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.90527477843843,8.448057452581375,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
480.0,1.0,0,5.017279836814924,8.517193191416238,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.727387818712341,7.607878073278507,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.532599493153256,7.495541943884256,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.653960350157523,7.963807953231451,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.882801922586371,8.517193191416238,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.564348191467836,7.393263094763838,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.941642422609304,8.294049640102028,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.852030263919617,7.600902459542082,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.232706009860976,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.6443908991413725,7.783224016336037,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,6.173786103901937,9.915070213779195,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.220355825078324,8.944680683558895,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,4.430816798843313,7.978310969867722,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.709530201312334,7.9817332866918855,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.02535169073515,7.826842098158293,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
84.0,1.0,1,4.969813299576001,8.656259239539235,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,0,5.0689042022202315,7.813187267521416,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
180.0,1.0,1,4.709530201312334,8.131236549696116,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.787491742782046,8.220672170297252,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.477336814478207,7.629489916393995,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.718498871295094,8.172164452111904,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.043425116919247,9.210340371976184,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.74493212836325,7.783224016336037,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.820281565605037,8.376090350438238,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,8.188966863648876,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,4.882801922586371,8.060224240440958,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.703782474656201,9.615805480084347,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,5.929589143389895,9.067162602299854,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,0.0,1,4.867534450455582,8.50045386741194,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.214935757608986,8.668711839055147,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,0,4.700480365792417,8.374015421739909,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.204692619390966,7.824046010856292,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.762173934797756,8.385716828627851,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.584967478670572,7.984462732262196,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.2626798770413155,7.949091499830517,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,6.194405391104672,11.05622495553552,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,5.204006687076795,9.193499354780156,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.248495242049359,8.613048677059759,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.075173815233827,8.565983355585669,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.170483995038151,7.824046010856292,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,0.0,0,4.852030263919617,7.512071245835466,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
360.0,1.0,1,4.2626798770413155,8.333270353255308,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.153291594497779,7.881182202227102,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
360.0,1.0,0,3.828641396489095,7.774015077250727,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.062595033026967,8.423761246623686,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.30406509320417,8.062432791583195,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,4.8283137373023015,7.8567067930958405,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,1,5.075173815233827,7.823645930834952,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,5.0238805208462765,8.167068178341237,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.836281906951478,8.03365842788615,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,1,5.556828061699537,8.753529336516431,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.231108616854587,7.872836175025724,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.429345628954441,9.114159813502214,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.730099782973574,9.07680897935166,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.553876891600541,7.888334500738654,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,4.653960350157523,8.612503371220562,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.867534450455582,7.792761720816526,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.7535901911063645,8.246171559857563,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.10594547390058,9.027978814382207,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,4.204692619390966,8.262300941787448,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
480.0,0.0,0,4.605170185988092,8.006367567650246,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.298317366548036,8.550047528287184,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,0,4.394449154672439,8.460199469896118,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.4638318050256105,8.517193191416238,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.867534450455582,8.465899897028686,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
300.0,1.0,1,4.553876891600541,8.0106915391303,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.948759890378168,8.82790796297859,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,0,4.890349128221754,8.734881892047483,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
480.0,1.0,0,4.564348191467836,7.824046010856292,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.820281565605037,8.541690663016626,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.1647859739235145,8.752265313595721,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,0,6.345636360828596,9.889895599016661,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.007333185232471,9.665166909622071,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.043425116919247,8.553525120663627,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
300.0,1.0,1,5.940171252720432,9.140239744296693,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
180.0,0.0,0,4.709530201312334,8.026823576217629,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.700480365792417,7.92443418488756,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,4.787491742782046,8.479906606630221,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.867534450455582,9.07680897935166,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.867534450455582,8.368693183097793,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
480.0,1.0,0,4.2626798770413155,8.029107054619736,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.867534450455582,8.592486175451668,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.852030263919617,8.11162807830774,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.69035945432406,8.689632748355741,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.049856007249537,8.699514748210191,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.852030263919617,8.877242435993919,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,0,4.605170185988092,8.42639282708974,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,1,4.727387818712341,8.207129168071326,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.882801922586371,7.76046702921342,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,0.0,0,4.852030263919617,8.009695357742922,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.912654885736052,7.75491027202143,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.8283137373023015,8.610319169405722,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.220355825078324,9.123365357961776,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,5.616771097666572,9.159468041602427,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.787491742782046,7.8567067930958405,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,4.727387818712341,7.597396320212795,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.727387818712341,8.039157390473237,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.09437844497296,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.2626798770413155,8.064636475774222,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.553876891600541,8.017307507688582,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.6913478822291435,8.269244521183056,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,4.634728988229636,7.313220387090301,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
180.0,0.0,0,3.8066624897703196,7.968665700466235,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
300.0,1.0,0,4.174387269895637,7.9211727215870145,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.634728988229636,7.824046010856292,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,3.970291913552122,7.5822291942764615,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,5.267858159063328,8.914760527397261,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.74493212836325,8.42222295382501,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.74493212836325,7.681099001536359,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.189654742026425,7.70210434005105,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
300.0,0.0,0,5.0238805208462765,9.02401079378469,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,0.0,0,5.886104031450156,11.302204433654575,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,0,4.127134385045092,8.260234291607297,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
360.0,1.0,1,5.075173815233827,8.741296282225147,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.384495062789089,8.715388097366482,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.700480365792417,7.720017940432244,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,5.181783550292085,7.67275789664251,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.0943445622221,8.00469951054955,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.075173815233827,7.8632667240095735,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.476463551931511,7.3777589082278725,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
360.0,1.0,1,4.718498871295094,6.932447891572509,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.927253685157205,8.085178748074537,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.927253685157205,8.67060073804555,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.382026634673881,7.908387159290043,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.605170185988092,7.506591780070841,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.700480365792417,8.88875674784872,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.564348191467836,9.607773308387083,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.795790545596741,7.888334500738654,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.394449154672439,8.43511508038063,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.890349128221754,8.688622307043769,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.465908118654584,7.979338895262328,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
180.0,1.0,1,4.0943445622221,7.907283609426348,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.0106352940962555,9.06230429314878,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
360.0,0.0,0,4.653960350157523,8.779557455883728,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,6.003887067106539,9.463120392418698,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.962844630259907,7.793586803371584,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.605170185988092,8.229511118964457,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
240.0,1.0,1,4.852030263919617,9.215029361462314,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,3.912023005428146,7.563200592358071,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,7.70210434005105,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.231108616854587,9.251098364448351,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.927253685157205,8.873748128154395,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
360.0,1.0,1,5.231108616854587,8.205218426395412,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.19295685089021,8.974744612722734,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.997212273764115,8.456806041401142,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,5.0238805208462765,10.537919225261291,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
300.0,1.0,1,5.1647859739235145,8.9001399880938,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.867534450455582,8.150756470275551,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.700480365792417,8.445052513638554,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,0,4.007333185232471,8.171599480345463,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,5.0106352940962555,8.113726085970747,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,5.247024072160486,7.926241523170962,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
360.0,0.0,0,4.8283137373023015,7.744569809354496,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
300.0,1.0,1,4.0943445622221,7.579678823090456,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,0.0,0,5.003946305945459,8.280964400553373,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
180.0,0.0,1,4.499809670330265,7.817222785508166,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.430816798843313,8.865735152124781,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.564348191467836,8.258163361537619,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.770684624465665,8.366602832783736,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.153291594497779,8.218247926685745,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.912654885736052,8.378850241794492,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,5.075173815233827,9.0280988119824,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.075173815233827,7.641564441260972,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
180.0,1.0,1,4.852030263919617,8.954156966583772,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,1,5.030437921392435,8.011355109161286,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.882801922586371,8.55468163582723,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
360.0,0.0,0,4.584967478670572,8.334711621820917,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.941642422609304,8.699514748210191,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
180.0,0.0,0,4.248495242049359,7.988542982737695,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
360.0,1.0,1,4.700480365792417,9.722684841711443,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.584967478670572,5.3471075307174685,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,0,4.700480365792417,8.374015421739909,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.087596335232384,8.146129510025405,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
180.0,0.0,0,4.727387818712341,7.88344635413774,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.605170185988092,8.453401058328458,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,4.532599493153256,7.824046010856292,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,5.087596335232384,8.61830469278465,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,9.712629664719888,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
300.0,1.0,1,5.438079308923196,8.809862805379057,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.882801922586371,7.96311205897929,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.454347296253507,9.721185995542177,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
360.0,1.0,0,4.852030263919617,7.988542982737695,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,5.0369526024136295,8.37793112408273,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.727387818712341,8.037543185118697,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
360.0,1.0,1,4.852030263919617,7.641564441260972,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.455321115357702,9.290352309945568,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.5053315359323625,9.027978814382207,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.875197323201151,7.579678823090456,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
360.0,0.0,0,4.382026634673881,8.173857454773621,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,6.214608098422191,9.816457993563025,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.075173815233827,8.430109084509125,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
